
1350	['2010.03', 'Corporate business enterprises', '141', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '226004']

1351	['2010.03', 'Corporate business enterprises', '141', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '354426']

1352	['2010.03', 'Corporate business enterprises', '141', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1353	['2010.03', 'Corporate business enterprises', '141', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '5190']

1354	['2010.03', 'Corporate business enterprises', '141', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '57912']

1355	['2010.03', 'Corporate business enterprises', '141', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '238808']

1356	['2010.03', 'Corporate business enterprises', '141', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '183821']

1357	['2010.03', 'Corporate business enterprises', '141', 'Closing balance net worth', 'LE00000', 'B900000', '4730']

1358	['2010.03', 'Corporate business enterprises', '141', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '670796']

1359	['2010.03', 'Central bank', '211', 'Closing balance total assets', 'LE00000', 'A000000', '23728']

1360	['2010.03', 'Central bank', '211', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '23672']

1361	['2010.03', 'Central bank', '211', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1362	['2010.03', 'Central bank', '211', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '1838']

1363	['2010.03', 'Central bank', '211', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '19119']

1364	['2010.03', 'Central bank', '211', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '1729']

1365	['2010.03', 'Central bank', '211', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '139']

1366	['2010.03', 'Central bank', '211', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '0']

1367	['2010.03', 'Central bank', '211', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '831']

1368	['2010.03', 'Central bank', '211', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '16']

1369	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '23728']

1370	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1371	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '16714']

1372	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '0']

1373	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '3484']

1374	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '2780']

1375	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1376	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '554']

1377	['2010.03', 'Central bank', '211', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '196']

1378	['2010.03', 'Central bank', '211', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '40']

1379	['2010.03', 'Central bank', '211', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '16']

1380	['2010.03', 'Central bank', '211', 'Closing balance net worth', 'LE00000', 'B900000', '0']

1381	['2010.03', 'Central bank', '211', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '23728']

1382	['2010.03', 'Registered banks', '221', 'Closing balance total assets', 'LE00000', 'A000000', '378044']

1383	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '370882']

1384	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1385	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '11159']

1386	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '31731']

1387	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '299085']

1388	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '563']

1389	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '..']

1390	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '24970']

1391	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '3374']

1392	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '382937']

1393	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1394	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '199465']

1395	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '96164']

1396	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '41275']

1397	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '19256']

1398	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1399	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '26744']

1400	['2010.03', 'Registered banks', '221', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '33']

1401	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '2124']

1402	['2010.03', 'Registered banks', '221', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '5038']

1403	['2010.03', 'Registered banks', '221', 'Closing balance net worth', 'LE00000', 'B900000', '-4893']

1404	['2010.03', 'Registered banks', '221', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '378044']

1405	['2010.03', 'Other depository institutions', '222', 'Closing balance total assets', 'LE00000', 'A000000', '11039']

1406	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '10748']

1407	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1408	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '5']

1409	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '5']

1410	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '9856']

1411	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '..']

1412	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '882']

1413	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '..']

1414	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '..']

1415	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '11039']

1416	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1417	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '10166']

1418	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '..']

1419	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '..']

1420	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '873']

1421	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1422	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '..']

1423	['2010.03', 'Other depository institutions', '222', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '..']

1424	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '275']

1425	['2010.03', 'Other depository institutions', '222', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '16']

1426	['2010.03', 'Other depository institutions', '222', 'Closing balance net worth', 'LE00000', 'B900000', '0']

1427	['2010.03', 'Other depository institutions', '222', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '11039']

1428	['2010.03', 'Investment funds', '231', 'Closing balance total assets', 'LE00000', 'A000000', '42954']

1429	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '42827']

1430	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1431	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '9692']

1432	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '13608']

1433	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '0']

1434	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '19195']

1435	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '..']

1436	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '0']

1437	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '332']

1438	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '42954']

1439	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1440	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1441	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '0']

1442	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '0']

1443	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '42954']

1444	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1445	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '..']

1446	['2010.03', 'Investment funds', '231', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '..']

1447	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '126']

1448	['2010.03', 'Investment funds', '231', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '0']

1449	['2010.03', 'Investment funds', '231', 'Closing balance net worth', 'LE00000', 'B900000', '0']

1450	['2010.03', 'Investment funds', '231', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '42954']

1451	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Closing balance total assets', 'LE00000', 'A000000', '85155']

1452	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '84412']

1453	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1454	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '635']

1455	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '55194']

1456	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '22060']

1457	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '2767']

1458	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '..']

1459	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '293']

1460	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '3463']

1461	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '84082']

1462	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1463	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1464	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '57107']

1465	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '25626']

1466	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '505']

1467	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1468	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '240']

1469	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '604']

1470	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '715']

1471	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '27']

1472	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Closing balance net worth', 'LE00000', 'B900000', '1073']

1473	['2010.03', 'Other financial intermediaries excluding insurance and pension funds', '241', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '85155']

1474	['2010.03', 'Insurance corporations', '251', 'Closing balance total assets', 'LE00000', 'A000000', '21594']

1475	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '20258']

1476	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1477	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', 'C']

1478	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', 'C']

1479	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', 'C']

1480	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '6076']

1481	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '556']

1482	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '613']

1483	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '3653']

1484	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '21605']

1485	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1486	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1487	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', 'C']

1488	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', 'C']

1489	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '6540']

1490	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '11598']

1491	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '48']

1492	['2010.03', 'Insurance corporations', '251', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '751']

1493	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '975']

1494	['2010.03', 'Insurance corporations', '251', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '361']

1495	['2010.03', 'Insurance corporations', '251', 'Closing balance net worth', 'LE00000', 'B900000', '-11']

1496	['2010.03', 'Insurance corporations', '251', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '21594']

1497	['2010.03', 'Pension funds', '261', 'Closing balance total assets', 'LE00000', 'A000000', '35635']

1498	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '35524']

1499	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1500	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '963']

1501	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '2042']

1502	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '0']

1503	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '22455']

1504	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '10064']

1505	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '0']

1506	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '0']

1507	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '35635']

1508	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1509	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1510	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '0']

1511	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '0']

1512	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '0']

1513	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '35635']

1514	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '..']

1515	['2010.03', 'Pension funds', '261', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '..']

1516	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '67']

1517	['2010.03', 'Pension funds', '261', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '44']

1518	['2010.03', 'Pension funds', '261', 'Closing balance net worth', 'LE00000', 'B900000', '0']

1519	['2010.03', 'Pension funds', '261', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '35635']

1520	['2010.03', 'Financial auxiliaries', '270', 'Closing balance total assets', 'LE00000', 'A000000', '4957']

1521	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '3438']

1522	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1523	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', 'C']

1524	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', 'C']

1525	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', 'C']

1526	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '1010']

1527	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '..']

1528	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '..']

1529	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '569']

1530	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '4957']

1531	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1532	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1533	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', 'C']

1534	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', 'C']

1535	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '2731']

1536	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1537	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '96']

1538	['2010.03', 'Financial auxiliaries', '270', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '420']

1539	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '1173']

1540	['2010.03', 'Financial auxiliaries', '270', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '346']

1541	['2010.03', 'Financial auxiliaries', '270', 'Closing balance net worth', 'LE00000', 'B900000', '0']

1542	['2010.03', 'Financial auxiliaries', '270', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '4957']

1543	['2010.03', 'Captive financial institutions', '281', 'Closing balance total assets', 'LE00000', 'A000000', '277359']

1544	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance total financial and non-financial assets', 'LE00000', 'AFA0000', '270613']

1545	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance monetary gold and special drawing rights', 'LE00000', 'AFA0100', '0']

1546	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance currency and deposits', 'LE00000', 'AFA0200', '11025']

1547	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance debt securities', 'LE00000', 'AFA0300', '18421']

1548	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance loans', 'LE00000', 'AFA0400', '99914']

1549	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance equity and investment fund shares', 'LE00000', 'AFA0500', '108669']

1550	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFA0600', '..']

1551	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance financial derivatives and employee stock options', 'LE00000', 'AFA0700', '139']

1552	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance other accounts receivable', 'LE00000', 'AFA0800', '32445']

1553	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance total financial liabilities', 'LE00000', 'AFL0000', '279851']

1554	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance monetary gold and special drawing rights', 'LE00000', 'AFL0100', '0']

1555	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance currency and deposits', 'LE00000', 'AFL0200', '0']

1556	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance debt securities', 'LE00000', 'AFL0300', '33071']

1557	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance loans', 'LE00000', 'AFL0400', '94825']

1558	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance equity and investment fund shares', 'LE00000', 'AFL0500', '111345']

1559	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance insurance, pension and standardised guarantee schemes', 'LE00000', 'AFL0600', '0']

1560	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance financial derivatives and employee stock options', 'LE00000', 'AFL0700', '321']

1561	['2010.03', 'Captive financial institutions', '281', 'Financial liabilities Closing balance other accounts payable', 'LE00000', 'AFL0800', '40289']

1562	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance produced non-financial assets', 'LE00000', 'AN10000', '1470']

1563	['2010.03', 'Captive financial institutions', '281', 'Financial assets Closing balance non-produced non-financial assets', 'LE00000', 'AN20000', '5276']

1564	['2010.03', 'Captive financial institutions', '281', 'Closing balance net worth', 'LE00000', 'B900000', '-2491']

1565	['2010.03', 'Captive financial institutions', '281', 'Closing balance total liabilities and net worth', 'LE00000', 'L000000', '277359']

1566	['2010.03', 'Central government institutions excluding funded social insurance schemes', '311', 'Closing balance total assets', 'LE00000', 'A000000', '192539']

